date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply,WLUNA_close
2019-12-05,1.0049939163,1.0334860053,0.9973675745,1.0082051015,NA,NA,NA,NA,1.0019046287,1.0057849898,1.0019046287,1.0064355858,1.0019046287,1.0064355858,1399150.13,NA,NA,NA,0,0,0.2508905257
2019-12-06,1.008434794,1.0120198118,0.99998630610000006,1.0019046287,NA,NA,NA,NA,1.0036608659,1.0064355858,1.0030299527,1.0064355858,1.0030299527,1.0064355858,2479271.62,NA,NA,NA,0,0,0.2653856884
2019-12-07,1.0015264047,1.0078749008,0.998785186,1.0057849898,NA,NA,NA,NA,1.0036608659,1.0064355858,1.0030299527,1.0064355858,1.0030299527,1.0075943955,1931385.51,NA,NA,NA,0,0,0.2708534614
2019-12-08,1.0057849898,1.0127453137,1.0000454217,1.0036608659,NA,NA,NA,NA,1.0030299527,1.0064355858,1.0030299527,1.0064355858,1.0030299527,1.0075943955,4015579.08,NA,NA,NA,0,0,0.2672088629
2019-12-09,1.0036608659,1.0110191823,0.9963635288,1.0064355858,NA,NA,NA,NA,1.0030299527,1.0054555724,1.0030299527,1.0075943955,1.0030299527,1.0075943955,2776887.22,NA,NA,NA,0,0,0.2628551808
2019-12-10,1.006129561,1.0090762683,1.0011600994,1.0038505398,NA,NA,NA,NA,1.0030299527,1.0054555724,1.0030299527,1.0075943955,1.000816022,1.0075943955,2237471.05,NA,NA,NA,0,0,0.2551598961
2019-12-11,1.0037328472,1.0138019503,1.0020817259,1.0030299527,NA,NA,NA,NA,1.0038538148,1.0075943955,1.0032213136,1.0075943955,1.000816022,1.0075943955,2841475.47,NA,NA,NA,0,0,0.2622564412
2019-12-12,1.0031363175,1.010459744,0.9964987478,1.0054555724,NA,NA,NA,NA,1.0032213136,1.0075943955,1.000816022,1.0075943955,1.000816022,1.0075943955,2372303.27,NA,NA,NA,0,0,0.2656780179
2019-12-13,1.0058644794,1.0077758976,0.9995196876,1.0038538148,NA,NA,NA,NA,1.0032213136,1.0075943955,1.000816022,1.0075943955,1.000816022,1.0075943955,2211491.87,NA,NA,NA,0,0,0.2710523471
2019-12-14,1.0032825453,1.0097568672,1.0014761326,1.0075943955,NA,NA,NA,NA,1.000816022,1.0062221564,1.000816022,1.0075665156,1.000816022,1.0075665156,1645618.52,NA,NA,NA,0,0,0.2656738694
2019-12-15,1.0075943955,1.0101314961,0.98159373,1.0032213136,NA,NA,NA,NA,1.000816022,1.0062221564,1.000816022,1.0075665156,0.999937035,1.0075665156,1505775.03,NA,NA,NA,0,0,0.265447903
2019-12-16,1.0032213136,1.0227218637,0.9991055741,1.0062221564,NA,NA,NA,NA,1.000816022,1.0075665156,1.000816022,1.0075665156,0.9973078917,1.0075665156,3403102.21,NA,NA,NA,0,0,0.2473595744
2019-12-17,1.0062221564,1.0210921592,0.9998558013,1.000816022,NA,NA,NA,NA,1.0019630487,1.0075665156,0.999937035,1.0075665156,0.9973078917,1.0101815149,5002588.71,NA,NA,NA,0,0,0.2221607714
