date,open,high,low,close,depeg_1d,depeg_3d,depeg_5d,depeg_7d,PL_3,PH_3,PL_5,PH_5,PL_7,PH_7,volume,V_monthly,ThreshD,ThreshU,marketCap,circulatingSupply
2019-02-05,1.0115683106,1.0141656147,1.0057996907,1.0087294241,1,1,1,1,1.0110483509,1.0173124368,1.0110483509,1.0173124368,1.0110483509,1.0177738707,19011789.13,690606667.4999999,0.9886866885202611,1.011313311479739,291042663.427329,288524014.93
2019-02-06,1.0088768829,1.0172344226,1.0075271058,1.0130506122,0,1,1,1,1.0110483509,1.0173124368,1.0110483509,1.0173124368,1.0110483509,1.0177738707,27032563.55,698941600.6899998,0.9887318391815176,1.0112681608184824,291895729.911005,288135386.71
2019-02-07,1.0136486078,1.0247235154,1.0087533647,1.0110483509,1,1,1,1,1.011700656,1.0173124368,1.011700656,1.0177738707,1.0114285699,1.0177738707,15429983.01,691181587.2399999,0.9886898261666929,1.011310173833307,276092246.203876,273075215.4
2019-02-08,1.0113919807,1.0243346435,1.0082188213,1.0173124368,1,1,1,1,1.011700656,1.0143886724,1.011627507,1.0177738707,1.0114285699,1.0177738707,31291520.5,699472540.2999998,0.9887346909624166,1.0112653090375834,277576608.787761,272852860.88
2019-02-09,1.0172050173,1.0186226547,1.0082415758,1.011700656,1,1,1,1,1.013288809,1.0177738707,1.0114285699,1.0177738707,1.0114285699,1.0177738707,21523061.7,669460931.5699999,0.9885688062046416,1.0114311937953584,261570198.610872,258545051.9
2019-02-10,1.0119485823,1.0205499676,1.0102408995,1.0143886724,1,1,1,1,1.011627507,1.0177738707,1.0114285699,1.0177738707,1.0114285699,1.0237893131,19451267.76,663632484.72,0.9885354383381013,1.0114645616618987,262005710.302891,258289270.62
2019-02-11,1.015700889,1.0196358235,1.011723411,1.013288809,1,1,1,1,1.0114285699,1.0177738707,1.0114285699,1.0177738707,1.0114285699,1.0237893131,19063317.98,670078392.41,0.988572318472129,1.011427681527871,261437387.316996,258008758.22
2019-02-12,1.0124314636,1.0195931785,1.0113789188,1.0177738707,1,1,1,1,1.0114285699,1.0118226306,1.0114285699,1.0237893131,1.0040689834,1.0237893131,28682062.69,681951560.64,0.9886390279656939,1.0113609720343062,262859263.417836,258268826.69
2019-02-13,1.0184121161,1.0191847133,1.0088242588,1.011627507,1,1,1,1,1.0114285699,1.0132392325,1.0114285699,1.0237893131,1.0040689834,1.0237893131,27483515.31,683609189.69,0.9886482181676051,1.011351781832395,246858431.791764,244021075.03
2019-02-14,1.0109760053,1.0155703092,1.0090540286,1.0114285699,1,1,1,1,1.0118226306,1.0237893131,1.0040689834,1.0237893131,1.0040689834,1.0237893131,27582140.32,684732122.5300001,0.9886544270498298,1.0113455729501701,246582359.075878,243796118.1
2019-02-15,1.01197444,1.0165461754,1.0034744211,1.0118226306,1,1,1,1,1.0128967106,1.0237893131,1.0040689834,1.0237893131,1.0040689834,1.0237893131,35775279.33,694550196.0300002,0.9887081408077013,1.0112918591922986,247301761.744006,244412166.99
2019-02-16,1.0115063491,1.0156491135,1.0069938114,1.0132392325,1,1,1,1,1.0040689834,1.0237893131,1.0040689834,1.0237893131,1.0040689834,1.0237893131,44255528.91,697097302.7800001,0.9887219106082425,1.0112780893917575,247555008.468363,244320393.97
2019-02-17,1.0144251046,1.0265481797,1.0083018748,1.0237893131,1,1,1,1,1.0040689834,1.0157410588,1.0040689834,1.0157410588,1.0040689834,1.0157410588,45168007.38,723366060.8100001,0.9888601171466417,1.0111398828533584,250117816.389099,244305945.76
2019-02-18,1.0231017149,1.0309408995,1.0015289986,1.0128967106,0,1,1,1,1.0040689834,1.0157410588,1.0040689834,1.0157410588,1.0040689834,1.0175858846,51464755.69,759000416.5800002,0.989037254588462,1.010962745411538,247579345.238675,244427040.43
2019-02-19,1.0130044379,1.0196685333,1.0033229787,1.0040689834,1,1,1,1,1.0120172402,1.0157410588,1.0071806432,1.0157410588,1.0071806432,1.0175858846,49393554.14,793459878.4600002,0.9891983108212368,1.0108016891787632,245411276.877195,244416749.19
2019-02-20,1.0040500115,1.0204627921,0.9986583461,1.0157410588,1,1,1,1,1.0120172402,1.0157376572,1.0071806432,1.0175858846,1.0071806432,1.0175858846,41527390.05,822710007.2800001,0.9893278708239229,1.010672129176077,248241906.786137,244394872.73
2019-02-21,1.015285781,1.016393946,1.0051297865,1.0120172402,1,1,1,1,1.0071806432,1.0157376572,1.0071806432,1.0175858846,1.0071806432,1.0175858846,35317064.4,839178264.5999999,0.9893981434311421,1.010601856568858,233211812.770278,230442529.53
2019-02-22,1.0098363081,1.0194253073,1.0054608206,1.0157376572,1,1,1,1,1.0071806432,1.0175858846,1.0071806432,1.0175858846,1.0071806432,1.0175858846,32159402.8,856650831.9599998,0.9894707189127182,1.010529281087282,233988554.864832,230363178.13
2019-02-23,1.0140656227,1.037757876,1.0072011052,1.0121445527,0,1,1,1,1.0071806432,1.0175858846,1.0071806432,1.0175858846,1.0071806432,1.0175858846,36243964.42,873585359.5099999,0.9895392003512268,1.0104607996487733,232823545.416301,230029934.75
